Cod DCI,Denumirea Comuna Internationala (DCI),Cod DCI_sec,Denumirea comună internațională (DCI),Cod DC,Cod DC_sec,Denumirea comercială (DC),Cod ATC,coverage_type,Grupa maladiilor pentru compensare,"Cod CIM 
de diagnostic/limitare indicație",Firma producătoare,manufacturer_label,Ţara
805,AMOXICILLINUM,202,,8053012,2023012,Ospamox®,J01CA04,Full,pentru tratamentul episodic,,"Sandoz GmbH, Austria",Sandoz,Austria
805,AMOXICILLINUM,202,,8054001,2024001,Ospamox®,J01CA04,Full,pentru tratamentul episodic,,"Sandoz GmbH, Austria",Sandoz,Austria
858,KETOPROFENUM,958,,8585002,9585002,Ketonal®,M01AE03,Full,pentru tratamentul episodic,,"Sandoz Ilac Sanayi ve Ticaret A.S., Turcia",Sandoz,Slovenia
404,KETOPROFENUM,,,4045002,,Ketonal®,M01AE03,Full,Pentru tratamentul în Îngrijiri paliative,,"Sandoz Ilac Sanayi ve Ticaret A.S., Turcia",Sandoz,Slovenia
58,SALMETEROLUM+FLUTICASONUM,,,582002,,AirFluSal® Forspiro® 50 mcg/250 mcg/doză,R03AK06,Partial,Pentru tratamentul maladiilor respiratorii,,"Sandoz Pharmaceuticals  d.d., Slovenia(PROD: Aeropharm GmbH, Germania; )",Sandoz,Slovenia
58,SALMETEROLUM+FLUTICASONUM,,,583002,,AirFluSal® Forspiro® 50 mcg/500 mcg/doză,R03AK06,Partial,Pentru tratamentul maladiilor respiratorii,,"Sandoz Pharmaceuticals  d.d., Slovenia(PROD: Aeropharm GmbH, Germania; )",Sandoz,Slovenia
49,CLOPIDOGRELUM,,,491011,,Plavix® 75 mg,B01AC04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanofi Clir SNC (prod.: Sanofi Winthrop Industrie, Franţa)",Sanofi,Franţa
,IBUPROFENUM,997,,,9973002,Ibalgin® Forte,M01AE01,Full,pentru tratamentul episodic,,Sanofi Romania SRL,Sanofi,România
414,IBUPROFENUM,,,4143002,,Ibalgin® Forte,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Sanofi Romania SRL,Sanofi,România
,IBUPROFENUM,997,,,9971201,Algin baby,M01AE01,Full,pentru tratamentul episodic,,"Sanofi Romania SRL (prod.: A.Nattermann & Cie GmbH, Germania; Zentiva k.s., Cehia)",Sanofi,România
414,IBUPROFENUM,,,4141201,,Algin baby,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Sanofi Romania SRL (prod.: A.Nattermann & Cie GmbH, Germania; Zentiva k.s., Cehia)",Sanofi,România
501,ACIDUM VALPROICUM,,,5012008,,Depakine® Chrono 300 mg,N03AG01,Full,Pentru tratamentul epilepsiei,,"Sanofi Romania SRL (prod.: Sanofi Winthrop Industrie, Franţa)",Sanofi,România
501,ACIDUM VALPROICUM,,,5013005,,Depakine® Chrono 500 mg,N03AG01,Full,Pentru tratamentul epilepsiei,,"Sanofi Romania SRL (prod.: Sanofi Winthrop Industrie, Franţa)",Sanofi,România
521,NATRIUM VALPROATUM,,,5211001,,Depakine®,N03AG01,Full,Pentru tratamentul epilepsiei,,"Sanofi Romania SRL (prod.: Unither Liquid Manufacturing, Franţa)",Sanofi,România
,AMBROXOLUM,227,,,2272014,Mucosolvan®,R05CB06,Full,pentru tratamentul episodic,,"Sanofi Romania SRL, România(PROD: Boehringer Ingelheim Ellas AE, Grecia; ,Delpharm Reims, Franţa; )",Sanofi,România
18,AMIODARONUM,,,181005,,Cordarone® 200 mg,C01BD01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanofi Romania SRL, România(PROD: Chinoin Private Co. Ltd, Ungaria; ,Sanofi Winthrop Industrie, Franţa; )",Sanofi,România
,AMBROXOLUM,227,,,2271017,Mucosolvan® Junior,R05CB06,Full,pentru tratamentul episodic,,"Sanofi S.P.A., Italia; Delpharm Reims, Franţa; Boehringer Ingelheim Espana SA, Spania",Sanofi,România
714,INSULINUM GLARGINUM,,,7141001,,Lantus® SoloStar®,A10AE04,Full,Pentru tratamentul diabetului zaharat,,"Sanofi-Aventis Deutschland GmbH, Germania(PROD: Sanofi-Aventis Deutschland GmbH, Germania; )",Sanofi,Germania
714,INSULINUM GLARGINUM,,,7142001,,Toujeo® SoloStar®,A10AE04,Full,Pentru tratamentul diabetului zaharat,,"Sanofi-Aventis Deutschland GmbH, Germania(PROD: Sanofi-Aventis Deutschland GmbH, Germania; )",Sanofi,Germania
715,INSULINUM GLULISINUM,,,7151001,,Apidra® SoloStar®,A10AB06,Full,Pentru tratamentul diabetului zaharat,,"Sanofi-Aventis Deutschland GmbH, Germania(PROD: Sanofi-Aventis Deutschland GmbH, Germania; )",Sanofi,Germania
39,LOSARTANUM,,,391010,,EKLIPS,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., India; )",Sanovel İlaç San. Ve Tic. A.Ş.,Turcia
39,LOSARTANUM,,,392006,,EKLIPS,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., India; )",Sanovel İlaç San. Ve Tic. A.Ş.,Turcia
3,INDAPAMIDUM,,,32017,,"Flupamid SR 1,5 mg",C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., Turcia; )",Sanovel İlaç San. Ve Tic. A.Ş.,Turcia
703,METFORMINUM,,,7032016,,Matofin,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., Turcia; )",Sanovel İlaç San. Ve Tic. A.Ş.,Turcia
703,METFORMINUM,,,7033011,,Matofin,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., Turcia; )",Sanovel İlaç San. Ve Tic. A.Ş.,Turcia
854,VALSARTANUM,,,8542011,,Cardopan,C09CA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., Turcia; )",Sanovel İlaç San. Ve Tic. A.Ş.,Turcia
854,VALSARTANUM,,,8543012,,Cardopan,C09CA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., Turcia; )",Sanovel İlaç San. Ve Tic. A.Ş.,Turcia
78,ANASTROZOLUM,,,781001,,Anastrozol,L02BG03,Full,Pentru tratamentul maladiilor oncologice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,ACETYLCYSTEINUM,901,ACETYLCYSTEINUM,,9012003,Acetilcistein-BP,R05CB01,Full,pentru tratamentul episodic,"J40-Bronsita neprecizata ca acuta sau cronica
J189-Pneumonie fara precizare","SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,ACETYLCYSTEINUM,901,ACETYLCYSTEINUM,,9012003,Acetilcistein-BP,R05CB01,Full,pentru tratamentul episodic,"J40-Bronsita neprecizata ca acuta sau cronica
J189-Pneumonie fara precizare","SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,ACETYLCYSTEINUM,901,ACETYLCYSTEINUM,,9014002,Bronhoclean,R05CB01,Full,pentru tratamentul episodic,"J40-Bronsita neprecizata ca acuta sau cronica
J189-Pneumonie fara precizare","SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,ACETYLCYSTEINUM,901,ACETYLCYSTEINUM,,9014002,Bronhoclean,R05CB01,Full,pentru tratamentul episodic,"J40-Bronsita neprecizata ca acuta sau cronica
J189-Pneumonie fara precizare","SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,ACETYLCYSTEINUM,901,ACETYLCYSTEINUM,,9016002,Bronhoclean,R05CB01,Full,pentru tratamentul episodic,"J40-Bronsita neprecizata ca acuta sau cronica
J189-Pneumonie fara precizare","SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,ACETYLCYSTEINUM,901,ACETYLCYSTEINUM,,9016002,Bronhoclean,R05CB01,Full,pentru tratamentul episodic,"J40-Bronsita neprecizata ca acuta sau cronica
J189-Pneumonie fara precizare","SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
302,ACIDUM FOLICUM,,,3021003,,Acid folic-BP,B03BB01,Full,Pentru profilaxia şi tratamentul anemiilor la femei gravide şi profilaxia malformaţiilor,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
302,ACIDUM FOLICUM,,,3022002,,Acid Folic-BP,B03BB01,Full,Pentru profilaxia şi tratamentul anemiilor la femei gravide şi profilaxia malformaţiilor,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,ALBENDAZOLUM,226,,,2263001,Albendazol-BP,P02CA03,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,AMBROXOLUM,227,,,2272019,Ambroxol-BP,R05CB06,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
7,AMLODIPINUM,,,71035,,Amlodipin-BP,C08CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
805,AMOXICILLINUM,202,,8052024,2022024,Amoxicilin-BP,J01CA04,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
805,AMOXICILLINUM,202,,8053003,2023003,Amoxicilin-BP,J01CA04,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
808,AZITHROMYCINUM,229,,8083013,2293013,Azitromicină-BP,J01FA10,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
808,AZITHROMYCINUM,229,,8084019,2294019,Azitromicină-BP,J01FA10,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
83,BICALUTAMIDUM,,,831001,,Bicalutamid-BP,L02BB03,Full,Pentru tratamentul maladiilor oncologice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
83,BICALUTAMIDUM,,,832001,,Bicalutamid-BP,L02BB03,Full,Pentru tratamentul maladiilor oncologice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
17,BISOPROLOLUM,,,173006,,Bisoprolol-BP,C07AB07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
62,CABERGOLINUM,,,621002,,Cabergolin-BP,G02CB03,Partial,Pentru tratamentul bolilor endocrine,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
62,CABERGOLINUM,,,621002,,Cabergolin-BP,G02CB03,Partial,Pentru tratamentul bolilor endocrine,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
503,CARBAMAZEPINUM,,,5032018,,Carbamazepină-BP,N03AF01,Full,Pentru tratamentul epilepsiei,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
503,CARBAMAZEPINUM,,,5037001,,Carbamazepină-BP,N03AF01,Full,Pentru tratamentul epilepsiei,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
651,CARBAMAZEPINUM,751,,6512018,7512018,Carbamazepină-BP,N03AF01,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
814,CEFALEXINUM,914,,8141005,9141005,Cefalexin-BP,J01DB01,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
814,CEFALEXINUM,914,,8143007,9143007,Cefalexin-BP,J01DB01,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
812,CEFTRIAXONUM,912,,8123010,9123010,Ceftriaxonă-BP,J01DD04,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
812,CEFTRIAXONUM,912,,8123010,9123010,Ceftriaxonă-BP,J01DD04,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
817,CEFUROXIMUM,225,,8175010,2255010,Cefuroxim-BP,J01DC02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
817,CEFUROXIMUM,225,,8176008,2256008,Cefuroxim-BP,J01DC02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
381,CLEMASTINUM,,,3812001,,Clemastin-BP,R06AA04,Full,Pentru tratamentul epidermolizei buloase,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
381,CLEMASTINUM,,,3812002,,Clemastin-BP,R06AA04,Full,Pentru tratamentul epidermolizei buloase,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
84,CYPROTERONUM,,,841001,,Ciproteron-BP,G03HA01,Full,Pentru tratamentul maladiilor oncologice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
823,DEXAMETHASONUM,923,,8231003,9231003,Dexametazon-BP,H02AB02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
823,DEXAMETHASONUM,923,,8233001,9233001,Dexametazon-BP,H02AB02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
823,DEXAMETHASONUM,923,,8234001,9234001,Dexametazon-BP,H02AB02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
824,DICLOFENACUM,924,,8243013,9243013,Diclofenac-BP,M01AB05,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
36,FAMOTIDINUM,929,,361020,9291020,Famotidin-BP,A02BA03,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
36,FAMOTIDINUM,929,,362006,9292006,Famotidin-BP,A02BA03,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
36,FAMOTIDINUM,929,,364002,9294002,Famotin,A02BA03,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
36,FAMOTIDINUM,929,,364002,9294002,Famotin,A02BA03,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
36,FAMOTIDINUM,929,,364003,9294003,Famotin,A02BA03,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
5,FUROSEMIDUM,962,,52004,9622004,Furosemid-BP,C03CA01,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
5,FUROSEMIDUM,962,,52004,9622004,Furosemid-BP,C03CA01,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,IBUPROFENUM,997,,,9977010,Ibuprofen-BP,M01AE01,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
414,IBUPROFENUM,,,4147010,,Ibuprofen-BP,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
3,INDAPAMIDUM,,,31017,,Indapamid-BP,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
3,INDAPAMIDUM,,,32016,,Indapamid-BP,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
3,INDAPAMIDUM,,,32016,,Indapamid-BP,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
53,LERCANIDIPINUM,,,531003,,Lercanid-BP,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
53,LERCANIDIPINUM,,,532003,,Lercanid-BP,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
8,LISINOPRILUM,,,84018,,Lisinopril-BP,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
857,MELOXICAMUM,957,,8574002,9574002,Meloxicam-BP,M01AC06,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
25,METHOTREXATUM,,,254002,,Metotrexat-BP,L01BA01,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
55,NEBIVOLOLUM,,,551004,,Nebivolol-BP,C07AB12,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
37,PANCREATINUM,,,376002,,Panzimed Forte,A09AA02,Full,Pentru tratamentul mucoviscidozei,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
37,PANCREATINUM,,,376002,,Panzimed Forte,A09AA02,Full,Pentru tratamentul mucoviscidozei,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,PANCREATINUM,237,,,2372002,Panzimed Forte,A09AA02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
,PANCREATINUM,237,,,2372002,Panzimed Forte,A09AA02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
513,PAROXETINUM,,,5131004,,Paroxetin-BP,N06AB05,Full,Pentru tratamentul bolilor psihice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
865,PREGABALINUM,,,8651009,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
865,PREGABALINUM,,,8651009,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
865,PREGABALINUM,,,8652008,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
865,PREGABALINUM,,,8652008,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
865,PREGABALINUM,,,8653005,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
865,PREGABALINUM,,,8653005,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
847,PYRIDOXINUM,947,,8471006,9471006,Piridoxin-BP (Vitamina B6),A11HA02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
516,RISPERIDONUM,,,5162012,,Risperidon-BP,N05AX08,Full,Pentru tratamentul bolilor psihice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
516,RISPERIDONUM,,,5163009,,Risperidon-BP,N05AX08,Full,Pentru tratamentul bolilor psihice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
72,RIVAROXABANUM,,,721003,,Rivaroxaban-BP,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
72,RIVAROXABANUM,,,722003,,Rivaroxaban-BP,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
72,RIVAROXABANUM,,,723003,,Rivaroxaban-BP,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
272,RIVAROXABANUM,,,2721003,,Rivaroxaban-BP,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
