,name,source
2651,"PSYCHOTRIA IPECACUANHA D6, PSYCHOTRIA IPECACUANHA D8, PSYCHOTRIA IPECACUANHA D4, PSYCHOTRIA IPECACUANHA C4, PSYCHOTRIA IPECACUANHA C3, PSYCHOTRIA IPECACUANHA C5, PSYCHOTRIA IPECACUANHA C12, PSYCHOTRIA IPECACUANHA C6, PSYCHOTRIA IPECACUANHA C7, PSYCHOTRIA IPECACUANHA C15, PSYCHOTRIA IPECACUANHA C30, PSYCHOTRIA IPECACUANHA C100, PSYCHOTRIA IPECACUANHA C200, PSYCHOTRIA IPECACUANHA D12, PSYCHOTRIA IPECACUANHA D30, PSYCHOTRIA IPECACUANHA K200, PSYCHOTRIA IPECACUANHA K1000, PSYCHOTRIA IPECACUANHA K10000, PSYCHOTRIA IPECACUANHA C9",ES
2276,"PULSATILLA D6, BERBERIS D4, SEPIA OFFICINALIS D6, DACTYLOPIUS COCCUS D6, CANTHARIS D6, EQUISETUM ARVENSE DIL. D6, SOLANUM DULCAMARA D4, SOLIDAGO VIRGAUREA D4, PAREIRA BRAVA TINTURA MADRE",ES
3145,"PULSATILLA D6, CHIMAPHILA UMBELLATA D6, CONIUM MACULATUM D6, CHONDRODENDRON D6, POPULUS TREMULOIDES D6, SERENOA REPENS D6",ES
3059,"PULSATILLA D6, KALIUM BICHROMICUM D6, CINNABARIS D8, CALCIUM CARBONICUM HAHNEMANNI D12",ES
2417,"PULSATILLA PRATENSIS C4, PULSATILLA PRATENSIS C5, PULSATILLA PRATENSIS C6, PULSATILLA PRATENSIS C7, PULSATILLA PRATENSIS C9, PULSATILLA PRATENSIS C12, PULSATILLA PRATENSIS C15, PULSATILLA PRATENSIS C30, PULSATILLA PRATENSIS C100, PULSATILLA PRATENSIS C200, PULSATILLA PRATENSIS D12, PULSATILLA PRATENSIS K1000, PULSATILLA PRATENSIS K10000, PULSATILLA PRATENSIS C150, PULSATILLA PRATENSIS K30, PULSATILLA PRATENSIS K50000, PULSATILLA PRATENSIS K100000, PULSATILLA PRATENSIS K300000, PULSATILLA PRATENSIS LM1, PULSATILLA PRATENSIS LM2, PULSATILLA PRATENSIS LM3, PULSATILLA PRATENSIS LM6, PULSATILLA PRATENSIS LM7, PULSATILLA PRATENSIS LM8, PULSATILLA PRATENSIS LM9, PULSATILLA PRATENSIS LM12, PULSATILLA PRATENSIS LM15, PULSATILLA PRATENSIS LM18, PULSATILLA PRATENSIS LM21, PULSATILLA PRATENSIS LM24, PULSATILLA PRATENSIS LM27, PULSATILLA PRATENSIS LM30, PULSATILLA PRATENSIS K500000, PULSATILLA PRATENSIS K700000",ES
2788,"PULSATILLA PRATENSIS D4, PULSATILLA PRATENSIS D6, PULSATILLA PRATENSIS C3, PULSATILLA PRATENSIS C4, PULSATILLA PRATENSIS C5, PULSATILLA PRATENSIS C6, PULSATILLA PRATENSIS C7, PULSATILLA PRATENSIS C9, PULSATILLA PRATENSIS C12, PULSATILLA PRATENSIS C15, PULSATILLA PRATENSIS C30, PULSATILLA PRATENSIS C100, PULSATILLA PRATENSIS C200, PULSATILLA PRATENSIS D12, PULSATILLA PRATENSIS K200, PULSATILLA PRATENSIS K1000, PULSATILLA PRATENSIS K10000, PULSATILLA PRATENSIS D8, PULSATILLA PRATENSIS D30",ES
2794,"PULSATILLA PRATENSIS D4, PULSATILLA PRATENSIS D6, PULSATILLA PRATENSIS C9, PULSATILLA PRATENSIS C15, PULSATILLA PRATENSIS C30, PULSATILLA PRATENSIS C200, PULSATILLA PRATENSIS K200, PULSATILLA PRATENSIS LM1, PULSATILLA PRATENSIS LM2, PULSATILLA PRATENSIS LM3, PULSATILLA PRATENSIS LM6, PULSATILLA PRATENSIS LM7, PULSATILLA PRATENSIS LM8, PULSATILLA PRATENSIS LM9, PULSATILLA PRATENSIS LM12, PULSATILLA PRATENSIS LM15, PULSATILLA PRATENSIS LM18, PULSATILLA PRATENSIS LM21, PULSATILLA PRATENSIS LM24, PULSATILLA PRATENSIS LM27, PULSATILLA PRATENSIS LM30, PULSATILLA PRATENSIS K500000, PULSATILLA PRATENSIS K700000, PULSATILLA PRATENSIS C170, PULSATILLA PRATENSIS LM4, PULSATILLA PRATENSIS LM5, PULSATILLA PRATENSIS LM10, PULSATILLA PRATENSIS LM11, PULSATILLA PRATENSIS LM14, PULSATILLA PRATENSIS LM33, PULSATILLA PRATENSIS LM36, PULSATILLA PRATENSIS LM39, PULSATILLA PRATENSIS LM42, PULSATILLA PRATENSIS LM45, PULSATILLA PRATENSIS LM48, PULSATILLA PRATENSIS LM51, PULSATILLA PRATENSIS LM54, PULSATILLA PRATENSIS LM57, PULSATILLA PRATENSIS LM60, PULSATILLA PRATENSIS LM63, PULSATILLA PRATENSIS LM66, PULSATILLA PRATENSIS LM69, PULSATILLA PRATENSIS LM72, PULSATILLA PRATENSIS LM75",ES
46,PYRIDOSTIGMINI BROMIDUM,MD
73,PYRIDOXINUM,MD
3104,"PYROGENIUM C4, PYROGENIUM C5, PYROGENIUM C6, PYROGENIUM C7, PYROGENIUM C9, PYROGENIUM C12, PYROGENIUM C15, PYROGENIUM C30, PYROGENIUM C100, PYROGENIUM C200, PYROGENIUM D8, PYROGENIUM D12, PYROGENIUM D30, PYROGENIUM K200, PYROGENIUM K1000, PYROGENIUM K10000",ES
2671,"QUARZ C100, QUARZ C170, QUARZ C200, QUARZ K700000",ES
1974,QUENODESOXICOLICO ACIDO,ES
915,QUETIAPINA,ES
168,QUETIAPINA FUMARATO,ES
174,QUETIAPINA HEMIFUMARATO,ES
16,QUINAPRIL HIDROCLORURO,ES
3308,QUIZARTINIB DIHIDROCLORURO,ES
185,RABEPRAZOL SODICO,ES
55,RABEPRAZOLUM,MD
432,RACECADOTRILO,ES
3364,RADAMTS13,ES
1472,RADIO 223 DICLORURO,ES
2799,"RADIUM BROMATUM C7, RADIUM BROMATUM C9, RADIUM BROMATUM C12, RADIUM BROMATUM C15, RADIUM BROMATUM C30, RADIUM BROMATUM C100, RADIUM BROMATUM C200, RADIUM BROMATUM D30, RADIUM BROMATUM K200, RADIUM BROMATUM K1000, RADIUM BROMATUM K10000",ES
1345,RALOXIFENO,ES
1056,RALOXIFENO HIDROCLORURO,ES
837,RALTEGRAVIR,ES
3324,RALTEGRAVIR POTASIO,ES
1133,RALTITREXED,ES
74,RAMIPRIL,ES
1640,"RAMIPRIL, AMLODIPINO BESILATO",ES
2500,"RAMIPRIL, BISOPROLOL FUMARATO",ES
2167,"RAMIPRIL, ROSUVASTATINA  CALCICA",ES
47,RAMIPRILUM,MD
1578,RAMUCIRUMAB,ES
1475,RANIBIZUMAB,ES
942,RANOLAZINA,ES
2811,"RANUNCULUS BULBOSUS C3, RANUNCULUS BULBOSUS C4, RANUNCULUS BULBOSUS C5, RANUNCULUS BULBOSUS C6, RANUNCULUS BULBOSUS C7, RANUNCULUS BULBOSUS C9, RANUNCULUS BULBOSUS C12, RANUNCULUS BULBOSUS C15, RANUNCULUS BULBOSUS C30, RANUNCULUS BULBOSUS C100, RANUNCULUS BULBOSUS C200, RANUNCULUS BULBOSUS D6, RANUNCULUS BULBOSUS D8, RANUNCULUS BULBOSUS D12, RANUNCULUS BULBOSUS D30, RANUNCULUS BULBOSUS K200, RANUNCULUS BULBOSUS K1000, RANUNCULUS BULBOSUS K10000",ES
2447,"RANUNCULUS BULBOSUS C5, RANUNCULUS BULBOSUS C6, RANUNCULUS BULBOSUS C7, RANUNCULUS BULBOSUS C9, RANUNCULUS BULBOSUS C15, RANUNCULUS BULBOSUS C30, RANUNCULUS BULBOSUS K1000, RANUNCULUS BULBOSUS LM6, RANUNCULUS BULBOSUS LM9",ES
2801,"RAPHANUS SATIVUS VAR. NIGER C3, RAPHANUS SATIVUS VAR. NIGER C4, RAPHANUS SATIVUS VAR. NIGER C5, RAPHANUS SATIVUS VAR. NIGER C6, RAPHANUS SATIVUS VAR. NIGER C7, RAPHANUS SATIVUS VAR. NIGER C9, RAPHANUS SATIVUS VAR. NIGER C12, RAPHANUS SATIVUS VAR. NIGER C15, RAPHANUS SATIVUS VAR. NIGER C30, RAPHANUS SATIVUS VAR. NIGER C100, RAPHANUS SATIVUS VAR. NIGER C200, RAPHANUS SATIVUS VAR. NIGER D4, RAPHANUS SATIVUS VAR. NIGER D6, RAPHANUS SATIVUS VAR. NIGER D8, RAPHANUS SATIVUS VAR. NIGER D30, RAPHANUS SATIVUS VAR. NIGER K200, RAPHANUS SATIVUS VAR. NIGER K1000, RAPHANUS SATIVUS VAR. NIGER K10000, RAPHANUS SATIVUS VAR. NIGER D12",ES
1727,RASAGILINA,ES
1667,RASAGILINA BESILATO,ES
570,RASAGILINA MESILATO,ES
1634,RASAGILINA TARTRATO,ES
3063,RASBURICASA,ES
2795,"RAUWOLFIA SERPENTINA C4, RAUWOLFIA SERPENTINA C9, RAUWOLFIA SERPENTINA C30, RAUWOLFIA SERPENTINA C170, RAUWOLFIA SERPENTINA D6, RAUWOLFIA SERPENTINA K200, RAUWOLFIA SERPENTINA K700000",ES
2152,RAVULIZUMAB,ES
3257,RAXTOZINAMERAN,ES
3405,"RDESAT-6, RCFP-10",ES
3399,REBOXETINA,ES
936,REBOXETINA METANOSULFONATO,ES
1392,REGADENOSON,ES
2201,REGDANVIMAB,ES
1405,REGORAFENIB,ES
2926,RELUGOLIX,ES
2072,REMDESIVIR,ES
254,REMIFENTANILO HIDROCLORURO,ES
3248,REMIMAZOLAM BESILATO,ES
3108,"RENINA C4, RENINA C5, RENINA C6, RENINA C7, RENINA C9, RENINA C12, RENINA C15, RENINA C30, RENINA C100, RENINA C200, RENINA D8, RENINA D12, RENINA D30, RENINA K200, RENINA K1000, RENINA K10000",ES
1413,RENIO RE-186 SULFURO,ES
226,REPAGLINIDA,ES
144,REPAGLINIDUM,MD
2246,"RESINA PICEAE C3, RESINA PICEAE C4, RESINA PICEAE C5, RESINA PICEAE C6, RESINA PICEAE C7, RESINA PICEAE C9, RESINA PICEAE C12, RESINA PICEAE C15, RESINA PICEAE C30, RESINA PICEAE C100, RESINA PICEAE C200, RESINA PICEAE D4, RESINA PICEAE D6, RESINA PICEAE D8, RESINA PICEAE D12, RESINA PICEAE D30, RESINA PICEAE K200, RESINA PICEAE K1000, RESINA PICEAE K10000",ES
1732,RESLIZUMAB,ES
3430,RESMETIROM,ES
1331,"RESORCINOL, TETRACAINA HIDROCLORURO, BENZALCONIO CLORURO, DEXAMETASONA",ES
3462,RETIFANLIMAB,ES
3547,RETINOL ACETATO,ES
1418,RETINOL PALMITATO,ES
3289,"REZAFUNGINA, ACETATO DE",ES
1352,RHAMNUS PURSHIANA DC. CORTEZA,ES
913,"RHAMNUS PURSHIANA DC. CORTEZA, RHAMNUS  FRANGULA L. CORTEZA, FUCUS VESICULOSUS EXTO SECO",ES
1297,"RHAMNUS PURSHIANA DC. EXTRACTO SECO, RHAMNUS FRANGULA L. EXTRACTO SECO, FUCUS VESICULOSUS EXTO SECO",ES
2789,"RHEUM, RHEUM C3, RHEUM C4, RHEUM C5, RHEUM C6, RHEUM C7, RHEUM C9, RHEUM C12, RHEUM C15, RHEUM C30, RHEUM C100, RHEUM C200, RHEUM D4, RHEUM D6, RHEUM D8, RHEUM D12, RHEUM D30, RHEUM K1000, RHEUM K10000",ES
1038,RHODIOLA ROSEA RAIZ EXTRACTO SECO,ES
2810,"RHODODENDRON C3, RHODODENDRON C4, RHODODENDRON C5, RHODODENDRON C6, RHODODENDRON C7, RHODODENDRON C9, RHODODENDRON C12, RHODODENDRON C15, RHODODENDRON C30, RHODODENDRON C100, RHODODENDRON C200, RHODODENDRON D6, RHODODENDRON D8, RHODODENDRON D12, RHODODENDRON D30, RHODODENDRON K200, RHODODENDRON K1000, RHODODENDRON K10000",ES
2449,"RHODODENDRON C5, RHODODENDRON C6, RHODODENDRON C7, RHODODENDRON C9, RHODODENDRON C15, RHODODENDRON C30, RHODODENDRON K200, RHODODENDRON LM6",ES
3172,"RHODODENDRON TINTURA MADRE, NUX VOMICA TINTURA MADRE, BERBERIS VULGARIS URT., CAMPHORA OLEOS D3, DULCAMARA DIL. D1, RHUS TOXICODENDRON D1",ES
2450,"RHUS TOXICODENDRON D10, RHUS TOXICODENDRON D12, RHUS TOXICODENDRON C4, RHUS TOXICODENDRON C5, RHUS TOXICODENDRON C6, RHUS TOXICODENDRON C7, RHUS TOXICODENDRON C9, RHUS TOXICODENDRON C12, RHUS TOXICODENDRON C15, RHUS TOXICODENDRON C30, RHUS TOXICODENDRON C100, RHUS TOXICODENDRON C200, RHUS TOXICODENDRON K200, RHUS TOXICODENDRON K1000, RHUS TOXICODENDRON K10000, RHUS TOXICODENDRON K50000, RHUS TOXICODENDRON K100000, RHUS TOXICODENDRON K300000, RHUS TOXICODENDRON LM1, RHUS TOXICODENDRON LM2, RHUS TOXICODENDRON LM3, RHUS TOXICODENDRON LM5, RHUS TOXICODENDRON LM6, RHUS TOXICODENDRON LM7, RHUS TOXICODENDRON LM9, RHUS TOXICODENDRON LM12, RHUS TOXICODENDRON LM30",ES
3131,"RHUS TOXICODENDRON D10, RHUS TOXICODENDRON D30, CIMICIFUGA RACEMOSA D30, GELSEMIUM SEMPERVIRENS D30, CIMICIFUGA RACEMOSA D10, CIMICIFUGA RACEMOSA D200, GELSEMIUM SEMPERVIRENS D200, RHUS TOXICODENDRON D3, RHUS TOXICODENDRON D200, CIMICIFUGA RACEMOSA D2, GELSEMIUM SEMPERVIRENS D2, GELSEMIUM SEMPERVIRENS D10",ES
2809,"RHUS TOXICODENDRON D30, RHUS TOXICODENDRON D12, RHUS TOXICODENDRON D8, RHUS TOXICODENDRON C4, RHUS TOXICODENDRON C5, RHUS TOXICODENDRON C6, RHUS TOXICODENDRON C7, RHUS TOXICODENDRON C9, RHUS TOXICODENDRON C12, RHUS TOXICODENDRON C15, RHUS TOXICODENDRON C30, RHUS TOXICODENDRON C100, RHUS TOXICODENDRON C200, RHUS TOXICODENDRON K200, RHUS TOXICODENDRON K1000, RHUS TOXICODENDRON K10000",ES
3128,"RHUS TOXICODENDRON D6, BRYONIA D4, ARNICA MONTANA D4, CAUSTICUM HAHNEMANNI D4, FERRUM PHOSPHORICUM D6",ES
2791,"RHUS TOXICODENDRON D6, RHUS TOXICODENDRON C7, RHUS TOXICODENDRON C9, RHUS TOXICODENDRON C15, RHUS TOXICODENDRON C30, RHUS TOXICODENDRON C200, RHUS TOXICODENDRON LM1, RHUS TOXICODENDRON LM3, RHUS TOXICODENDRON LM5, RHUS TOXICODENDRON LM6, RHUS TOXICODENDRON LM9, RHUS TOXICODENDRON LM12, RHUS TOXICODENDRON LM30, RHUS TOXICODENDRON C170, RHUS TOXICODENDRON LM4, RHUS TOXICODENDRON LM8, RHUS TOXICODENDRON LM15, RHUS TOXICODENDRON LM18, RHUS TOXICODENDRON LM21, RHUS TOXICODENDRON LM24, RHUS TOXICODENDRON LM27, RHUS TOXICODENDRON LM33, RHUS TOXICODENDRON LM36, RHUS TOXICODENDRON LM42, RHUS TOXICODENDRON LM45",ES
1139,RIBAVIRINA,ES
2808,"RIBES NIGRUM C3, RIBES NIGRUM C4, RIBES NIGRUM C5, RIBES NIGRUM C6, RIBES NIGRUM C7, RIBES NIGRUM C9, RIBES NIGRUM C12, RIBES NIGRUM C15, RIBES NIGRUM C30, RIBES NIGRUM C100, RIBES NIGRUM C200, RIBES NIGRUM D4, RIBES NIGRUM D6, RIBES NIGRUM D8, RIBES NIGRUM D12, RIBES NIGRUM D30, RIBES NIGRUM K200, RIBES NIGRUM K1000, RIBES NIGRUM K10000",ES
1813,RIBOCICLIB,ES
2807,"RICINUS COMMUNIS C3, RICINUS COMMUNIS C4, RICINUS COMMUNIS C5, RICINUS COMMUNIS C6, RICINUS COMMUNIS C7, RICINUS COMMUNIS C9, RICINUS COMMUNIS C12, RICINUS COMMUNIS C15, RICINUS COMMUNIS C30, RICINUS COMMUNIS C100, RICINUS COMMUNIS C200, RICINUS COMMUNIS D6, RICINUS COMMUNIS D8, RICINUS COMMUNIS D12, RICINUS COMMUNIS D30, RICINUS COMMUNIS K200, RICINUS COMMUNIS K1000, RICINUS COMMUNIS K10000",ES
1333,RIFABUTINA,ES
1978,RIFAMICINA SODICA,ES
1323,RIFAMPICINA,ES
745,RIFAXIMINA,ES
1257,RILPIVIRINA,ES
1157,RILUZOL,ES
2704,RIMEGEPANT SULFATO,ES
1507,RIOCIGUAT,ES
3225,RIPRETINIB,ES
1977,RISANKIZUMAB,ES
2135,RISDIPLAM,ES
532,RISEDRONATO SODIO,ES
1128,RISEDRONATO SODIO HEMIPENTAHIDRATO,ES
28,RISPERIDONA,ES
89,RISPERIDONUM,MD
3262,RITLECITINIB TOSILATO,ES
3534,RITODRINA HIDROCLORURO,ES
1050,RITONAVIR,ES
2205,"RITONAVIR, NIRMATRELVIR",ES
767,RITUXIMAB,ES
157,RIVAROXABAN,ES
2113,"RIVAROXABAN, RIVAROXABAN",ES
49,RIVAROXABANUM,MD
802,RIVASTIGMINA,ES
1273,RIVASTIGMINA BITARTRATO,ES
1014,RIVASTIGMINA HIDROGENO TARTRATO,ES
1233,RIZATRIPTAN BENZOATO,ES
2451,"ROBINIA PSEUDOACACIA C5, ROBINIA PSEUDOACACIA C6, ROBINIA PSEUDOACACIA C7, ROBINIA PSEUDOACACIA C9, ROBINIA PSEUDOACACIA C15, ROBINIA PSEUDOACACIA C30, ROBINIA PSEUDOACACIA LM6",ES
2802,"ROBINIA PSEUDOACACIA, ROBINIA PSEUDOACACIA C3, ROBINIA PSEUDOACACIA C5, ROBINIA PSEUDOACACIA C6, ROBINIA PSEUDOACACIA C7, ROBINIA PSEUDOACACIA C9, ROBINIA PSEUDOACACIA C12, ROBINIA PSEUDOACACIA C15, ROBINIA PSEUDOACACIA C30, ROBINIA PSEUDOACACIA C100, ROBINIA PSEUDOACACIA C200, ROBINIA PSEUDOACACIA D4, ROBINIA PSEUDOACACIA D6, ROBINIA PSEUDOACACIA D8, ROBINIA PSEUDOACACIA D12, ROBINIA PSEUDOACACIA D30, ROBINIA PSEUDOACACIA K200, ROBINIA PSEUDOACACIA K1000, ROBINIA PSEUDOACACIA K10000",ES
820,ROCURONIO BROMURO,ES
1058,ROFLUMILAST,ES
1238,"ROMERO, CENTAUREA MENOR, LEVISTICO",ES
926,ROMIPLOSTIM,ES
2036,ROMOSOZUMAB,ES
2193,ROPEGINTERFERON ALFA-2B,ES
689,ROPINIROL,ES
1217,ROPINIROL HIDROCLORURO,ES
296,ROPIVACAINA HIDROCLORURO,ES
2109,ROSUVASTATINA,ES
303,ROSUVASTATINA  CALCICA,ES
3423,"ROSUVASTATINA  CALCICA, FENOFIBRATO MICRONIZADO",ES
93,ROSUVASTATINUM,MD
154,ROTAVIRUS HUMANO,ES
691,"ROTAVIRUS HUMANO SEROTIPO G1, ROTAVIRUS HUMANO SEROTIPO G2, ROTAVIRUS HUMANO SEROTIPO G3, ROTAVIRUS HUMANO SEROTIPO G4, ROTAVIRUS HUMANO SEROTIPO P1",ES
652,ROTIGOTINA,ES
2177,ROXADUSTAT,ES
141,ROXITHROMYCINUM,MD
2157,ROXITROMICINA,ES
3294,ROZANOLIXIZUMAB,ES
2642,"RUBY C30, RUBY C70, RUBY C170, RUBY K300000, RUBY K700000",ES
1971,RUCAPARIB CAMSILATO,ES
801,RUFINAMIDA,ES
2806,"RUMEX CRISPUS C6, RUMEX CRISPUS D6, RUMEX CRISPUS C3, RUMEX CRISPUS C4, RUMEX CRISPUS C5, RUMEX CRISPUS C7, RUMEX CRISPUS C9, RUMEX CRISPUS C12, RUMEX CRISPUS C15, RUMEX CRISPUS C30, RUMEX CRISPUS C100, RUMEX CRISPUS C200, RUMEX CRISPUS D8, RUMEX CRISPUS D12, RUMEX CRISPUS D30, RUMEX CRISPUS K200, RUMEX CRISPUS K1000, RUMEX CRISPUS K10000",ES
1282,RUPATADINA FUMARATO,ES
1856,RURIOCTOCOG ALFA PEGOL,ES
3631,"RUSCOGENINA, TRIMEBUTINA",ES
1228,RUSCUS ACULEATUS,ES
3171,"RUTA DIL. D6, HAMAMELIS VIRGINIANA D6, RHUS TOXICODENDRON D12, ARNICA MONTANA D6, CALENDULA OFFICINALIS D6, SYMPHYTUM OFFICINALE D12",ES
2814,"RUTA GRAVEOLENS C4, RUTA GRAVEOLENS C5, RUTA GRAVEOLENS C6, RUTA GRAVEOLENS C7, RUTA GRAVEOLENS C9, RUTA GRAVEOLENS C12, RUTA GRAVEOLENS C15, RUTA GRAVEOLENS C30, RUTA GRAVEOLENS C100, RUTA GRAVEOLENS C200, RUTA GRAVEOLENS D8, RUTA GRAVEOLENS D12, RUTA GRAVEOLENS D30, RUTA GRAVEOLENS K200, RUTA GRAVEOLENS K1000, RUTA GRAVEOLENS K10000",ES
2805,"RUTA GRAVEOLENS C6, RUTA GRAVEOLENS C9, RUTA GRAVEOLENS C30, RUTA GRAVEOLENS C200, RUTA GRAVEOLENS D6, RUTA GRAVEOLENS K700000, RUTA GRAVEOLENS LM3, RUTA GRAVEOLENS LM6, RUTA GRAVEOLENS C170, RUTA GRAVEOLENS LM1, RUTA GRAVEOLENS LM9, RUTA GRAVEOLENS LM15, RUTA GRAVEOLENS LM18, RUTA GRAVEOLENS LM30",ES
2452,"RUTA GRAVEOLENS D4, RUTA GRAVEOLENS C4, RUTA GRAVEOLENS C5, RUTA GRAVEOLENS C6, RUTA GRAVEOLENS C7, RUTA GRAVEOLENS C9, RUTA GRAVEOLENS C15, RUTA GRAVEOLENS C30, RUTA GRAVEOLENS C200, RUTA GRAVEOLENS K200, RUTA GRAVEOLENS K1000, RUTA GRAVEOLENS K10000, RUTA GRAVEOLENS D6, RUTA GRAVEOLENS K50000, RUTA GRAVEOLENS K100000, RUTA GRAVEOLENS K700000, RUTA GRAVEOLENS LM3, RUTA GRAVEOLENS LM6, RUTA GRAVEOLENS LM12",ES
1387,RUXOLITINIB,ES
3241,RUXOLITINIB FOSFATO,ES
2803,"SABAL SERRULATA C3, SABAL SERRULATA C4, SABAL SERRULATA C5, SABAL SERRULATA C6, SABAL SERRULATA C7, SABAL SERRULATA C9, SABAL SERRULATA C12, SABAL SERRULATA C15, SABAL SERRULATA C30, SABAL SERRULATA C100, SABAL SERRULATA C200, SABAL SERRULATA D6, SABAL SERRULATA D8, SABAL SERRULATA D12, SABAL SERRULATA K200, SABAL SERRULATA K1000, SABAL SERRULATA K10000, SABAL SERRULATA D4, SABAL SERRULATA D30",ES
2454,"SABAL SERRULATA C3, SABAL SERRULATA C4, SABAL SERRULATA C5, SABAL SERRULATA C6, SABAL SERRULATA C7, SABAL SERRULATA C9, SABAL SERRULATA C15, SABAL SERRULATA C30, SABAL SERRULATA D6, SABAL SERRULATA K1000, SABAL SERRULATA LM6",ES
2901,"SABAL SERRULATA C4, SABAL SERRULATA D6, SABAL SERRULATA LM6, SABAL SERRULATA D4, SABAL SERRULATA LM1",ES
1590,SABAL SERRULATA EXTO BLANDO,ES
3697,SACCHAROMYCES BOULARDII,ES
1468,SACCHAROMYCES BOULARDII CNCM I-745,ES
2238,"SACCHARUM LACTIS C3, SACCHARUM LACTIS C4, SACCHARUM LACTIS C5, SACCHARUM LACTIS C6, SACCHARUM LACTIS C7, SACCHARUM LACTIS C9, SACCHARUM LACTIS C12, SACCHARUM LACTIS C15, SACCHARUM LACTIS C30, SACCHARUM LACTIS C100, SACCHARUM LACTIS C200, SACCHARUM LACTIS D4, SACCHARUM LACTIS D6, SACCHARUM LACTIS D8, SACCHARUM LACTIS D12, SACCHARUM LACTIS D30, SACCHARUM LACTIS K200, SACCHARUM LACTIS K1000, SACCHARUM LACTIS K10000",ES
2188,SACITUZUMAB GOVITECAN,ES
3452,"SACUBITRILO TROMETAMINA, VALSARTAN TROMETAMINA POTASIO DIHIDRATO",ES
1591,SAFINAMIDA,ES
3381,SAFINAMIDA MESILATO,ES
3463,SAFINAMIDA METANOSULFONATO,ES
1313,"SAL TETRASODICA AC 33 DIFOSFONO-1,2 PROPDICARBOX",ES
664,SALBUTAMOL,ES
52,SALBUTAMOL SULFATO,ES
1442,"SALBUTAMOL SULFATO, BECLOMETASONA DIPROPIONATO",ES
2906,"SALBUTAMOL SULFATO, BROMURO DE IPRATROPIO MONOHIDRATADO",ES
62,SALBUTAMOLUM,MD
3679,"SALICILATO DIETILAMINA, CINEOL",ES
852,"SALICILATO DIETILAMINA, ESCINA",ES
713,"SALICILATO METILO, DIMETIL SULFOXIDO, FLUOCINOLONA ACETONIDO, FENILBUTAZONA",ES
1155,SALICILICO ACIDO,ES
1955,"SALICILICO ACIDO, ACETICO ACIDO",ES
3619,"SALICILICO ACIDO, BENZOCAINA",ES
756,"SALICILICO ACIDO, BETAMETASONA DIPROPIONATO",ES
3581,"SALICILICO ACIDO, BREA HULLA",ES
3647,"SALICILICO ACIDO, FLUFENAMICO ACIDO, HEPARINOIDES",ES
1393,"SALICILICO ACIDO, FLUOROURACILO",ES
3503,"SALICILICO ACIDO, HEPARINOIDES",ES
3640,"SALICILICO ACIDO, LACTICO ACIDO",ES
1100,SALMETEROL,ES
1074,SALMETEROL XINAFOATO,ES
82,SALMETEROLUM+FLUTICASONUM,MD
1940,"SALMONELLA TYPHI CEPA TY-21A,GERMENES VIVOS",ES
1494,SALVIA OFFICINALIS,ES
1306,"SALVIA OFFICINALIS, ECHINACEA PURPUREA TINTURA PARTE AEREA, ECHINACEA PURPUREA TINTURA RAIZ",ES
890,SAMARIO (153SM) LEXIDRONAM,ES
2816,"SAMBUCUS NIGRA C3, SAMBUCUS NIGRA C4, SAMBUCUS NIGRA C5, SAMBUCUS NIGRA C6, SAMBUCUS NIGRA C7, SAMBUCUS NIGRA C9, SAMBUCUS NIGRA C12, SAMBUCUS NIGRA C15, SAMBUCUS NIGRA C30, SAMBUCUS NIGRA C100, SAMBUCUS NIGRA C200, SAMBUCUS NIGRA D4, SAMBUCUS NIGRA D6, SAMBUCUS NIGRA D8, SAMBUCUS NIGRA D12, SAMBUCUS NIGRA D30, SAMBUCUS NIGRA K200, SAMBUCUS NIGRA K1000, SAMBUCUS NIGRA K10000",ES
2456,"SAMBUCUS NIGRA C5, SAMBUCUS NIGRA C7, SAMBUCUS NIGRA C9, SAMBUCUS NIGRA C15, SAMBUCUS NIGRA C30, SAMBUCUS NIGRA D4, SAMBUCUS NIGRA K1000",ES
2817,"SANGUINARIA CANADENSIS D4, SANGUINARIA CANADENSIS C4, SANGUINARIA CANADENSIS D6, SANGUINARIA CANADENSIS C3, SANGUINARIA CANADENSIS C5, SANGUINARIA CANADENSIS C6, SANGUINARIA CANADENSIS C7, SANGUINARIA CANADENSIS C9, SANGUINARIA CANADENSIS C12, SANGUINARIA CANADENSIS C15, SANGUINARIA CANADENSIS C30, SANGUINARIA CANADENSIS C100, SANGUINARIA CANADENSIS C200, SANGUINARIA CANADENSIS D8, SANGUINARIA CANADENSIS D12, SANGUINARIA CANADENSIS D30, SANGUINARIA CANADENSIS K200, SANGUINARIA CANADENSIS K1000, SANGUINARIA CANADENSIS K10000",ES
2457,"SANGUINARIA CANADENSIS D6, SANGUINARIA CANADENSIS C5, SANGUINARIA CANADENSIS C6, SANGUINARIA CANADENSIS C7, SANGUINARIA CANADENSIS C9, SANGUINARIA CANADENSIS C15, SANGUINARIA CANADENSIS C30, SANGUINARIA CANADENSIS C200, SANGUINARIA CANADENSIS K200, SANGUINARIA CANADENSIS K1000, SANGUINARIA CANADENSIS LM3, SANGUINARIA CANADENSIS LM6, SANGUINARIA CANADENSIS LM12",ES
2640,"SAPPHIRE C30, SAPPHIRE C170, SAPPHIRE C200, SAPPHIRE K500000, SAPPHIRE K700000",ES
921,SAPROPTERINA,ES
2905,SAPROPTERINA DIHIDROCLORURO,ES
