,name,source
3220,SAPROPTERINA HIDROCLORURO,ES
3035,"SARCOLACTICUM ACIDUM C3, ARNICA MONTANA C9, ZINCUM OXYDATUM C3",ES
2392,"SARCOLACTICUM ACIDUM C3, SARCOLACTICUM ACIDUM C4, SARCOLACTICUM ACIDUM C5, SARCOLACTICUM ACIDUM C6, SARCOLACTICUM ACIDUM C7, SARCOLACTICUM ACIDUM C9, SARCOLACTICUM ACIDUM C12, SARCOLACTICUM ACIDUM C15, SARCOLACTICUM ACIDUM C30, SARCOLACTICUM ACIDUM C100, SARCOLACTICUM ACIDUM C200, SARCOLACTICUM ACIDUM D4, SARCOLACTICUM ACIDUM D6, SARCOLACTICUM ACIDUM D8, SARCOLACTICUM ACIDUM D12, SARCOLACTICUM ACIDUM D30, SARCOLACTICUM ACIDUM K1000, SARCOLACTICUM ACIDUM K10000, SARCOLACTICUM ACIDUM K200",ES
1777,SARILUMAB,ES
2165,SATRALIZUMAB,ES
996,SAXAGLIPTINA HIDROCLORURO,ES
1712,"SAXAGLIPTINA, DAPAGLIFLOZINA",ES
2804,"SCHOENOCAULON OFFICINALE C3, SCHOENOCAULON OFFICINALE C4, SCHOENOCAULON OFFICINALE C5, SCHOENOCAULON OFFICINALE C6, SCHOENOCAULON OFFICINALE C7, SCHOENOCAULON OFFICINALE C9, SCHOENOCAULON OFFICINALE C12, SCHOENOCAULON OFFICINALE C15, SCHOENOCAULON OFFICINALE C30, SCHOENOCAULON OFFICINALE C100, SCHOENOCAULON OFFICINALE C200, SCHOENOCAULON OFFICINALE D4, SCHOENOCAULON OFFICINALE D6, SCHOENOCAULON OFFICINALE D8, SCHOENOCAULON OFFICINALE D12, SCHOENOCAULON OFFICINALE D30, SCHOENOCAULON OFFICINALE K200, SCHOENOCAULON OFFICINALE K1000, SCHOENOCAULON OFFICINALE K10000",ES
2453,"SCHOENOCAULON OFFICINALE C5, SCHOENOCAULON OFFICINALE C7, SCHOENOCAULON OFFICINALE C9, SCHOENOCAULON OFFICINALE C15, SCHOENOCAULON OFFICINALE C30, SCHOENOCAULON OFFICINALE LM3, SCHOENOCAULON OFFICINALE LM6, SCHOENOCAULON OFFICINALE LM12",ES
3067,SCROPHULARIA NODOSA D4,ES
2833,"SCROPHULARIA NODOSA D4, SCROPHULARIA NODOSA D12, SCROPHULARIA NODOSA D30, SCROPHULARIA NODOSA C3, SCROPHULARIA NODOSA C4, SCROPHULARIA NODOSA C5, SCROPHULARIA NODOSA C6, SCROPHULARIA NODOSA C7, SCROPHULARIA NODOSA C9, SCROPHULARIA NODOSA C12, SCROPHULARIA NODOSA C15, SCROPHULARIA NODOSA C30, SCROPHULARIA NODOSA C100, SCROPHULARIA NODOSA C200, SCROPHULARIA NODOSA K200, SCROPHULARIA NODOSA K1000, SCROPHULARIA NODOSA K10000, SCROPHULARIA NODOSA D6, SCROPHULARIA NODOSA D8",ES
1660,SEBELIPASA ALFA,ES
2458,"SECALE CORNUTUM C5, SECALE CORNUTUM C7, SECALE CORNUTUM C9, SECALE CORNUTUM C15, SECALE CORNUTUM C30, SECALE CORNUTUM K1000, SECALE CORNUTUM LM6",ES
3124,"SECALE CORNUTUM D4, ATROPA BELLA DONNA D5, PASSIFLORA INCARNATA D1, VALERIANA OFFICINALIS D1, AVENA SATIVA D1",ES
3147,"SECALE CORNUTUM D4, HYDRASTIS CANADENSIS D4, ADRENALINUM D6, HAMAMELIS VIRGINIANA TINTURA MADRE, CHINA RUBRA D 4, CARDUUS MARIANUS TINTURA MADRE, TRILLIUM PENDULUM D6, VINCA MINOR D3",ES
3142,"SECALE CORNUTUM D6, CUPRUM ACETICUM D6, TABACUM D6",ES
2820,"SECALE CORNUTUM D6, SECALE CORNUTUM D30, SECALE CORNUTUM D4, SECALE CORNUTUM C3, SECALE CORNUTUM C4, SECALE CORNUTUM C5, SECALE CORNUTUM C6, SECALE CORNUTUM C7, SECALE CORNUTUM C9, SECALE CORNUTUM C12, SECALE CORNUTUM C15, SECALE CORNUTUM C30, SECALE CORNUTUM C100, SECALE CORNUTUM C200, SECALE CORNUTUM D8, SECALE CORNUTUM D12, SECALE CORNUTUM K200, SECALE CORNUTUM K1000, SECALE CORNUTUM K10000",ES
3445,SECNIDAZOL ANHIDRO,ES
1583,SECUKINUMAB,ES
3382,SELADELPAR LISINA DIHIDRATO,ES
968,SELEGILINA HIDROCLORURO,ES
2442,"SELENICEREUS GRANDIFLORUS C3, SELENICEREUS GRANDIFLORUS C4, SELENICEREUS GRANDIFLORUS C5, SELENICEREUS GRANDIFLORUS C6, SELENICEREUS GRANDIFLORUS C7, SELENICEREUS GRANDIFLORUS C9, SELENICEREUS GRANDIFLORUS C12, SELENICEREUS GRANDIFLORUS C15, SELENICEREUS GRANDIFLORUS C30, SELENICEREUS GRANDIFLORUS C100, SELENICEREUS GRANDIFLORUS C200, SELENICEREUS GRANDIFLORUS D4, SELENICEREUS GRANDIFLORUS D6, SELENICEREUS GRANDIFLORUS D8, SELENICEREUS GRANDIFLORUS D12, SELENICEREUS GRANDIFLORUS D30, SELENICEREUS GRANDIFLORUS K200, SELENICEREUS GRANDIFLORUS K1000, SELENICEREUS GRANDIFLORUS K10000",ES
1812,SELENIO SULFURO,ES
2835,"SELENIUM C4, SELENIUM C5, SELENIUM C6, SELENIUM C7, SELENIUM C9, SELENIUM C12, SELENIUM C15, SELENIUM C30, SELENIUM C100, SELENIUM C200, SELENIUM D8, SELENIUM D12, SELENIUM D30, SELENIUM K200, SELENIUM K1000, SELENIUM K10000",ES
2459,"SELENIUM C5, SELENIUM C6, SELENIUM C7, SELENIUM C9, SELENIUM C15, SELENIUM C30, SELENIUM C200, SELENIUM K1000, SELENIUM K10000, SELENIUM K30, SELENIUM K100000",ES
2904,"SELENIUM D12, SELENIUM K200, SELENIUM C170, SELENIUM K700000",ES
1701,SELEXIPAG,ES
3275,SELINEXOR,ES
2126,SELPERCATINIB,ES
2164,SELUMETINIB SULFATO,ES
1910,SEMAGLUTIDA,ES
2922,"SEMAGLUTIDA, SEMAGLUTIDA",ES
2326,"SEMECARPUS ANACARDIUM C3, SEMECARPUS ANACARDIUM C4, SEMECARPUS ANACARDIUM C5, SEMECARPUS ANACARDIUM C6, SEMECARPUS ANACARDIUM C7, SEMECARPUS ANACARDIUM C9, SEMECARPUS ANACARDIUM C12, SEMECARPUS ANACARDIUM C15, SEMECARPUS ANACARDIUM C30, SEMECARPUS ANACARDIUM C100, SEMECARPUS ANACARDIUM C200, SEMECARPUS ANACARDIUM D4, SEMECARPUS ANACARDIUM D6, SEMECARPUS ANACARDIUM D8, SEMECARPUS ANACARDIUM D12, SEMECARPUS ANACARDIUM D30, SEMECARPUS ANACARDIUM K200, SEMECARPUS ANACARDIUM K1000, SEMECARPUS ANACARDIUM K10000",ES
2298,"SEMECARPUS ANACARDIUM C5, SEMECARPUS ANACARDIUM C7, SEMECARPUS ANACARDIUM C9, SEMECARPUS ANACARDIUM C15, SEMECARPUS ANACARDIUM C30, SEMECARPUS ANACARDIUM C200, SEMECARPUS ANACARDIUM K200, SEMECARPUS ANACARDIUM K1000, SEMECARPUS ANACARDIUM K10000, SEMECARPUS ANACARDIUM K50000, SEMECARPUS ANACARDIUM LM3, SEMECARPUS ANACARDIUM LM6, SEMECARPUS ANACARDIUM LM9",ES
2837,"SENNA C3, SENNA C4, SENNA C5, SENNA C6, SENNA C7, SENNA C9, SENNA C12, SENNA C15, SENNA C30, SENNA C100, SENNA C200, SENNA D4, SENNA D6, SENNA D8, SENNA D12, SENNA D30, SENNA K200, SENNA K1000, SENNA K10000",ES
3485,SENOSIDOS A-B,ES
3501,SENOSIDOS A-B CALCICOS,ES
2224,"SEPIA OFFICINALIS C4, SEPIA OFFICINALIS C5, SEPIA OFFICINALIS C6, SEPIA OFFICINALIS C7, SEPIA OFFICINALIS C9, SEPIA OFFICINALIS C12, SEPIA OFFICINALIS C15, SEPIA OFFICINALIS C30, SEPIA OFFICINALIS C100, SEPIA OFFICINALIS C200, SEPIA OFFICINALIS D8, SEPIA OFFICINALIS D12, SEPIA OFFICINALIS D30, SEPIA OFFICINALIS K200, SEPIA OFFICINALIS K1000, SEPIA OFFICINALIS K10000",ES
3082,"SEPIA OFFICINALIS D4, STRYCHNOS IGNATII D4, ACIDUM PHOSPHORICUM D4, KALIUM BROMATUM D4, ZINCUM VALERIANICUM D4",ES
1078,SERENOA REPENS EXTRACTO LIPIDO ESTEROLICO,ES
318,"SERINA, CISTINA, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO, CISTEINA",ES
320,"SERINA, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, MALICO ACIDO, TREONINA, METIONINA, PROLINA, ACETILCISTEINA, LISINA ACETATO, VALINA, ALANINA, ARGININA, TAURINA, ACETILTIROSINA",ES
1766,"SERINA, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, ACETICO ACIDO, LISINA, VALINA, ALANINA, ARGININA, CISTEINA",ES
44,"SERINA, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, ACETILCISTEINA, LISINA ACETATO, VALINA, ALANINA, TIROSINA, ARGININA",ES
1723,"SERINA, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA ACETATO, VALINA, ALANINA, TIROSINA, ARGININA, TAURINA",ES
484,"SERINA, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA HIDROCLORURO, VALINA, ALANINA, TIROSINA, ARGININA",ES
1626,"SERINA, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, ORNITINA HIDROCLORURO, PROLINA, ACETILCISTEINA, LISINA ACETATO, VALINA, ALANINA, ARGININA, ASPARTICO ACIDO, ACETILTIROSINA, ASPARAGINA MONOHIDRATO",ES
621,"SERINA, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, ORNITINA HIDROCLORURO, PROLINA, LISINA, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO, CISTEINA, TAURINA",ES
1518,"SERINA, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, ACETILCISTEINA, LISINA MONOHIDRATO, VALINA, ALANINA, ARGININA, ASPARTICO ACIDO, TAURINA, ACETILTIROSINA",ES
1521,"SERINA, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, ACETILCISTEINA, LISINA MONOHIDRATO, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO",ES
595,"SERINA, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA ACETATO, LISINA MONOHIDRATO, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO",ES
988,"SERINA, GLUCOSA ANHIDRA, CLORURO DE POTASIO, ACEITE SOJA PURIFICADO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO, MAGNESIO SULFATO, PROLINA, ACETATO SODIO, LISINA, VALINA, ALANINA, GLICEROFOSFATO SODIO, TIROSINA, ARGININA, ASPARTICO ACIDO",ES
1965,"SERINA, GLUCOSA ANHIDRA, CLORURO DE POTASIO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, MAGNESIO SULFATO HEPTAHIDRATO, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA, VALINA, ALANINA, TIROSINA, ARGININA, TRIGLICERIDOS CADENA MEDIA, ZINC SULFATO HEPTAHIDRATO, SOJA, ACEITE DE, REFINADO, OLIVA, ACEITE DE, REFINADO, ACEITE DE PESCADO RICO EN OMEGA 3, GLICEROFOSFATO DE SODIO HIDRATADO",ES
334,"SERINA, GLUCOSA ANHIDRA, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA HIDROCLORURO, VALINA, ALANINA, TIROSINA, ARGININA",ES
333,"SERINA, GLUCOSA ANHIDRA, POTASIO FOSFATO, SODIO CLORURO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA HIDROCLORURO, VALINA, ALANINA, TIROSINA, ARGININA, MAGNESIO CLORURO HEXAHIDRATO",ES
951,"SERINA, GLUCOSA MONOHIDRATO, ACEITE SOJA PURIFICADO, FENILALANINA, ACEITE OLIVA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA ACETATO, VALINA, ALANINA, TIROSINA, ARGININA, TAURINA, TRIGLICERIDOS CADENA MEDIA, ACEITE  PESCADO",ES
1716,"SERINA, GLUCOSA MONOHIDRATO, ACEITE SOJA PURIFICADO, FENILALANINA, ACEITE OLIVA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, ORNITINA HIDROCLORURO, CALCIO CLORURO DIHIDRATO, PROLINA, ACETATO MAGNESIO TETRAHIDRATO, ACETATO POTASIO, LISINA MONOHIDRATO, VALINA, ALANINA, GLICEROFOSFATO SODIO, TIROSINA, ARGININA, ASPARTICO ACIDO, CISTEINA, TAURINA",ES
1794,"SERINA, GLUCOSA MONOHIDRATO, ACEITE SOJA PURIFICADO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA MONOHIDRATO, VALINA, ALANINA, ARGININA, ASPARTICO ACIDO, TRIGLICERIDOS CADENA MEDIA",ES
950,"SERINA, GLUCOSA MONOHIDRATO, CLORURO DE POTASIO, ACEITE SOJA PURIFICADO, FENILALANINA, ACEITE OLIVA, L-TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, MAGNESIO SULFATO HEPTAHIDRATO, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA ACETATO, VALINA, ALANINA, GLICEROFOSFATO SODIO, TIROSINA, ARGININA, TAURINA, TRIGLICERIDOS CADENA MEDIA, ACEITE  PESCADO, ZINC SULFATO HEPTAHIDRATO",ES
980,"SERINA, GLUCOSA MONOHIDRATO, CLORURO DE POTASIO, ACEITE SOJA PURIFICADO, FENILALANINA, ACEITE OLIVA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, MAGNESIO SULFATO HEPTAHIDRATO, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA ACETATO, VALINA, ALANINA, GLICEROFOSFATO SODIO, TIROSINA, ARGININA, TAURINA, TRIGLICERIDOS CADENA MEDIA, ACEITE  PESCADO, ZINC SULFATO HEPTAHIDRATO",ES
3701,"SERINA, GLUCOSA MONOHIDRATO, CLORURO DE POTASIO, FENILALANINA, GLUCONATO CALCIO MONOHIDRATO, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, MAGNESIO SULFATO HEPTAHIDRATO, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA MONOHIDRATO, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO, CISTEINA, TAURINA, TRIGLICERIDOS CADENA MEDIA, SOJA, ACEITE DE, REFINADO, OLIVA, ACEITE DE, REFINADO, ACEITE DE PESCADO RICO EN OMEGA 3, GLICEROFOSFATO DE SODIO HIDRATADO",ES
3702,"SERINA, GLUCOSA MONOHIDRATO, CLORURO DE POTASIO, FENILALANINA, GLUCONATO CALCIO MONOHIDRATO, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, MAGNESIO SULFATO HEPTAHIDRATO, PROLINA, LISINA MONOHIDRATO, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO, CISTEINA, TAURINA, TRIGLICERIDOS CADENA MEDIA, SOJA, ACEITE DE, REFINADO, OLIVA, ACEITE DE, REFINADO, ACEITE DE PESCADO RICO EN OMEGA 3, GLICEROFOSFATO DE SODIO HIDRATADO",ES
1825,"SERINA, GLUCOSA MONOHIDRATO, CLORURO DE POTASIO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, MAGNESIO SULFATO HEPTAHIDRATO, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA ACETATO, VALINA, ALANINA, GLICEROFOSFATO SODIO, TIROSINA, ARGININA, TAURINA, TRIGLICERIDOS CADENA MEDIA, ZINC SULFATO HEPTAHIDRATO, SOJA, ACEITE DE, REFINADO, OLIVA, ACEITE DE, REFINADO, ACEITE DE PESCADO RICO EN OMEGA 3",ES
1952,"SERINA, GLUCOSA MONOHIDRATO, CLORURO DE POTASIO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, MAGNESIO SULFATO HEPTAHIDRATO, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA ACETATO, VALINA, ALANINA, TIROSINA, ARGININA, TAURINA, TRIGLICERIDOS CADENA MEDIA, ZINC SULFATO HEPTAHIDRATO, SOJA, ACEITE DE, REFINADO, OLIVA, ACEITE DE, REFINADO, ACEITE DE PESCADO RICO EN OMEGA 3, GLICEROFOSFATO DE SODIO HIDRATADO",ES
2218,"SERINA, GLUCOSA MONOHIDRATO, CLORURO DE POTASIO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, MAGNESIO SULFATO, PROLINA, ACETATO SODIO, LISINA ACETATO, VALINA, ALANINA, TIROSINA, ARGININA, TAURINA, TRIGLICERIDOS CADENA MEDIA, ZINC SULFATO HEPTAHIDRATO, SOJA, ACEITE DE, REFINADO, OLIVA, ACEITE DE, REFINADO, ACEITE DE PESCADO RICO EN OMEGA 3, GLICEROFOSFATO DE SODIO HIDRATADO",ES
1983,"SERINA, GLUCOSA MONOHIDRATO, CLORURO DE POTASIO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA ACETATO, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO, MAGNESIO CLORURO HEXAHIDRATO, SOJA, ACEITE DE, REFINADO, OLIVA, ACEITE DE, REFINADO, GLICEROFOSFATO DE SODIO HIDRATADO",ES
1824,"SERINA, GLUCOSA MONOHIDRATO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA ACETATO, VALINA, ALANINA, TIROSINA, ARGININA, TAURINA, TRIGLICERIDOS CADENA MEDIA, SOJA, ACEITE DE, REFINADO, OLIVA, ACEITE DE, REFINADO, ACEITE DE PESCADO RICO EN OMEGA 3",ES
2000,"SERINA, GLUCOSA MONOHIDRATO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA ACETATO, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO, SOJA, ACEITE DE, REFINADO, OLIVA, ACEITE DE, REFINADO",ES
1781,"SERINA, GLUCOSA MONOHIDRATO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA MONOHIDRATO, VALINA, ALANINA, ARGININA, ASPARTICO ACIDO, TRIGLICERIDOS CADENA MEDIA, TRIGLICERIDOS OMEGA-3, SOJA, ACEITE DE, REFINADO",ES
3700,"SERINA, GLUCOSA MONOHIDRATO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO, CISTEINA, TAURINA, TRIGLICERIDOS CADENA MEDIA, SOJA, ACEITE DE, REFINADO, OLIVA, ACEITE DE, REFINADO, ACEITE DE PESCADO RICO EN OMEGA 3",ES
1085,"SERINA, GLUCOSA MONOHIDRATO, GLUCOSA ANHIDRA, CLORURO DE POTASIO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA, LISINA ACETATO, VALINA, ALANINA, GLICEROFOSFATO SODIO, TIROSINA, ARGININA, ASPARTICO ACIDO, ACEITE DE SOJA  ACEITE DE OLIVA, MAGNESIO CLORURO HEXAHIDRATO",ES
1086,"SERINA, GLUCOSA MONOHIDRATO, GLUCOSA ANHIDRA, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, LISINA, LISINA ACETATO, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO, ACEITE DE SOJA  ACEITE DE OLIVA",ES
1189,"SERINA, GLUCOSA MONOHIDRATO, GLUCOSA ANHIDRA, SODIO CLORURO, FENILALANINA, L-TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, ORNITINA, ORNITINA HIDROCLORURO, CALCIO CLORURO DIHIDRATO, PROLINA, ACETATO MAGNESIO TETRAHIDRATO, ACETATO POTASIO, LISINA, LISINA MONOHIDRATO, VALINA, ALANINA, GLICEROFOSFATO SODIO, TIROSINA, ARGININA, ASPARTICO ACIDO, CISTEINA, TAURINA, ACEITE DE SOJA  ACEITE DE OLIVA",ES
1793,"SERINA, GLUCOSA MONOHIDRATO, SODIO CLORURO, SODIO DIHIDROGENOFOSFATO, SODIO HIDROXIDO, ACEITE SOJA PURIFICADO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA HIDROCLORURO, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, PROLINA, ACETATO MAGNESIO TETRAHIDRATO, ACETATO POTASIO, ACETATO SODIO TRIHIDRATO, LISINA HIDROCLORURO, VALINA, ALANINA, ARGININA, ASPARTICO ACIDO, TRIGLICERIDOS CADENA MEDIA, ZINC ACETATO DIHIDRATO",ES
1782,"SERINA, GLUCOSA MONOHIDRATO, SODIO CLORURO, SODIO DIHIDROGENOFOSFATO, SODIO HIDROXIDO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA HIDROCLORURO, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, PROLINA, ACETATO MAGNESIO TETRAHIDRATO, ACETATO POTASIO, ACETATO SODIO TRIHIDRATO, LISINA HIDROCLORURO, VALINA, ALANINA, ARGININA, ASPARTICO ACIDO, TRIGLICERIDOS CADENA MEDIA, TRIGLICERIDOS OMEGA-3, ZINC ACETATO DIHIDRATO, SOJA, ACEITE DE, REFINADO",ES
1783,"SERINA, GLUCOSA MONOHIDRATO, SODIO CLORURO, SODIO HIDROXIDO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA HIDROCLORURO, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, PROLINA, ACETATO MAGNESIO TETRAHIDRATO, ACETATO POTASIO, ACETATO SODIO TRIHIDRATO, LISINA HIDROCLORURO, VALINA, ALANINA, ARGININA, ASPARTICO ACIDO, TRIGLICERIDOS CADENA MEDIA, TRIGLICERIDOS OMEGA-3, ZINC ACETATO DIHIDRATO, SOJA, ACEITE DE, REFINADO, DIHIDROGENOFOSFATO DE SODIO DIHIDRATO",ES
1021,"SERINA, GLUCOSA MONOHIDRATO, SODIO CLORURO, SODIO HIDROXIDO, FENILALANINA, TRIPTOFANO, GLUTAMICO ACIDO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, ORNITINA HIDROCLORURO, PROLINA, ACETATO POTASIO, ACETATO SODIO TRIHIDRATO, ACETILCISTEINA, LISINA HIDROCLORURO, VALINA, ALANINA, TIROSINA, ARGININA, ASPARTICO ACIDO, ZINC ACETATO, ASPARAGINA MONOHIDRATO, MAGNESIO CLORURO HEXAHIDRATO, DIHIDROGENOFOSFATO DE SODIO DIHIDRATO",ES
483,"SERINA, POTASIO DIHIDROGENOFOSFATO, SODIO CLORURO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA HIDROCLORURO, VALINA, ALANINA, TIROSINA, ARGININA, MAGNESIO CLORURO HEXAHIDRATO",ES
486,"SERINA, POTASIO FOSFATO, SODIO CLORURO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA HIDROCLORURO, VALINA, ALANINA, TIROSINA, ARGININA, MAGNESIO CLORURO HEXAHIDRATO",ES
485,"SERINA, POTASIO FOSFATO, SODIO CLORURO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA HIDROCLORURO, VALINA, ALANINA, TIROSINA, USNICO ACIDO, ARGININA, MAGNESIO CLORURO HEXAHIDRATO",ES
558,"SERINA, SODIO CLORURO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LACTATO SODIO, LEUCINA, TREONINA, METIONINA, CALCIO CLORURO DIHIDRATO, PROLINA, LISINA HIDROCLORURO, VALINA, ALANINA, TIROSINA, ARGININA, MAGNESIO CLORURO HEXAHIDRATO",ES
